234.327444 48.999556
234.327833 49.000000
234.327917 49.001667
234.327917 49.002472
234.328694 49.003333
234.328694 49.004944
234.327917 49.005778
234.327917 49.006639
234.327500 49.007083
234.324111 49.007056
234.322889 49.008361
234.322889 49.009944
234.324556 49.011639
234.324583 49.012500
234.324972 49.012917
234.325806 49.012861
234.326222 49.013278
234.326222 49.014139
234.327056 49.014972
234.327028 49.019139
234.326194 49.019972
234.326194 49.021639
234.321694 49.026194
234.320806 49.026250
234.318250 49.028694
234.317472 49.028750
234.315778 49.030417
234.314917 49.030389
234.314583 49.030833
234.314528 49.031639
234.314139 49.032028
234.313306 49.032056
234.306222 49.039167
234.306639 49.039556
234.308278 49.039556
234.309944 49.037861
234.310806 49.037889
234.314222 49.034556
234.315000 49.034556
234.315389 49.034972
234.311639 49.038778
234.310861 49.038750
234.309111 49.040417
234.308250 49.040417
234.307500 49.041250
234.304944 49.041250
234.304167 49.042083
234.302472 49.042056
234.301583 49.042889
234.299139 49.042944
234.298333 49.043778
234.295806 49.043722
234.294972 49.044556
234.294111 49.044583
234.291639 49.047056
234.290861 49.047083
234.289167 49.048750
234.288306 49.048750
234.286667 49.050417
234.285806 49.050389
234.284139 49.052056
234.283278 49.052056
234.282444 49.052889
234.281667 49.052056
234.279972 49.052083
234.278778 49.053306
234.278722 49.054167
234.277861 49.055000
234.277861 49.055806
234.277472 49.056194
234.276611 49.056222
234.275778 49.057056
234.275000 49.057111
234.274556 49.057500
234.274583 49.058306
234.274139 49.058750
234.272444 49.058750
234.271611 49.059583
234.270750 49.059583
234.269944 49.060417
234.269056 49.060389
234.268333 49.061222
234.267472 49.061222
234.266639 49.062056
234.265778 49.062083
234.264111 49.063694
234.263333 49.063750
234.262472 49.064583
234.261639 49.064556
234.260778 49.065389
234.259917 49.065389
234.259111 49.066222
234.258306 49.066250
234.256667 49.067861
234.255028 49.067889
234.254194 49.068722
234.251639 49.068722
234.250833 49.069556
234.248333 49.069556
234.247472 49.070389
234.244194 49.070417
234.243361 49.071278
234.239972 49.071250
234.239111 49.072083
234.234944 49.072083
234.234139 49.071222
234.224889 49.071222
234.224111 49.070417
234.222528 49.070417
234.221639 49.069556
234.219972 49.069556
234.214944 49.064583
234.213278 49.064556
234.212472 49.065389
234.209167 49.065417
234.208250 49.066194
234.204167 49.066194
234.202417 49.067889
234.201639 49.067917
234.200806 49.068750
234.189139 49.068750
234.188333 49.067889
234.187444 49.067917
234.187056 49.067500
234.186972 49.066639
234.186278 49.065833
234.187111 49.065000
234.184972 49.062889
234.180000 49.062889
234.178694 49.064167
234.178750 49.064972
234.178306 49.065417
234.177528 49.065389
234.176611 49.066222
234.175000 49.066250
234.173750 49.067528
234.173667 49.068333
234.172833 49.069167
234.172917 49.069944
234.172444 49.070417
234.171667 49.070389
234.170806 49.071222
234.169972 49.071250
234.169111 49.070389
234.168278 49.070361
234.167417 49.071194
234.166639 49.071222
234.165833 49.072083
234.164944 49.072056
234.163306 49.073722
234.162444 49.073750
234.161611 49.074583
234.160833 49.074583
234.160000 49.075417
234.158333 49.075361
234.157500 49.076194
234.151556 49.076222
234.150778 49.077056
234.149944 49.076250
234.149083 49.077083
234.148306 49.077056
234.147833 49.077500
234.147917 49.078306
234.147444 49.078750
234.146667 49.078750
234.145750 49.077861
234.144111 49.077944
234.143278 49.077056
234.141639 49.077083
234.140806 49.077917
234.139944 49.077889
234.139556 49.078333
234.139611 49.079139
234.139139 49.079583
234.138250 49.079556
234.137083 49.080833
234.137056 49.082444
234.136611 49.082889
234.135778 49.082056
234.135000 49.082056
234.134083 49.081222
234.133306 49.081278
234.131278 49.083333
234.132056 49.084139
234.131639 49.084528
234.129111 49.084583
234.127083 49.086639
234.127028 49.087500
234.125833 49.088722
234.120778 49.088722
234.119917 49.089556
234.118306 49.089583
234.117917 49.089972
234.117889 49.090833
234.117500 49.091222
234.116639 49.091250
234.116278 49.091639
234.116194 49.092500
234.114972 49.093722
234.113278 49.093722
234.112028 49.094972
234.113306 49.096250
234.120861 49.096222
234.121611 49.097083
234.123250 49.097056
234.124083 49.096222
234.125000 49.097056
234.125778 49.097083
234.127806 49.099111
234.127889 49.099972
234.128667 49.100806
234.128722 49.103306
234.127889 49.104139
234.127944 49.104944
234.127111 49.105806
234.127028 49.106639
234.126583 49.107028
234.125778 49.106278
234.124083 49.106222
234.123250 49.107056
234.122389 49.107056
234.120750 49.108722
234.119972 49.108750
234.116639 49.112028
234.112472 49.112056
234.111639 49.112889
234.109944 49.112917
234.108694 49.114139
234.108778 49.115833
234.107917 49.116611
234.107889 49.119139
234.104139 49.122917
234.101667 49.122861
234.100806 49.122056
234.099083 49.122056
234.096222 49.124944
234.096639 49.125417
